שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
קובץ שיטות קמאי על מדות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על מדות.txt,MoreBooks,863
קובץ שיטות קמאי על בכורות.txt,אוצריא/תלמוד בבלי/ראשונים/‏‏קובץ שיטות קמאי/סדר קדשים/קובץ שיטות קמאי על בכורות.txt,MoreBooks,17165
חדושי הראה על ברכות.txt,אוצריא/תלמוד בבלי/ראשונים/חדושי הראה/חדושי הראה על ברכות.txt,MoreBooks,818
פירוש רבינו ישמעאל בן חכמון על עירובין.txt,אוצריא/תלמוד בבלי/ראשונים/ספרים מתוך קובץ שיטות קמאי/פירוש רבינו ישמעאל בן חכמון על עירובין.txt,MoreBooks,476
רבינו חננאל בן שמואל על עירובין.txt,אוצריא/תלמוד בבלי/ראשונים/ספרים מתוך קובץ שיטות קמאי/רבינו חננאל בן שמואל על עירובין.txt,MoreBooks,456
נימוקי יוסף על עבודה זרה.txt,אוצריא/תלמוד בבלי/ראשונים/ריף/מפרשים/נימוקי יוסף/נימוקי יוסף על עבודה זרה.txt,MoreBooks,331
תוספות שאנץ על פסחים.txt,אוצריא/תלמוד בבלי/ראשונים/תוספות שאנץ/סדר מועד/תוספות שאנץ על פסחים.txt,MoreBooks,856
מעדני יום טוב על מנחות.txt,אוצריא/תלמוד בבלי/ראשונים/ראש/מפרשים/מעדני יום טוב/סדר קדשים/מעדני יום טוב על מנחות.txt,MoreBooks,511
יד דוד על השס א-ב.txt,אוצריא/תלמוד בבלי/אחרונים/יד דוד על השס א-ב.txt,MoreBooks,11640
אסיפת זקנים על סדר קדשים.txt,אוצריא/תלמוד בבלי/אחרונים/אסיפת זקנים על סדר קדשים.txt,MoreBooks,30833
חברותא על שבת.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על שבת.txt,MoreBooks,15420
חברותא על תמיד.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על תמיד.txt,MoreBooks,710
חברותא על כתובות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על כתובות.txt,MoreBooks,11949
חברותא על מועד קטן.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על מועד קטן.txt,MoreBooks,3416
חברותא על עירובין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על עירובין.txt,MoreBooks,13462
חברותא על חולין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על חולין.txt,MoreBooks,11282
חברותא על בבא בתרא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על בבא בתרא.txt,MoreBooks,12646
חברותא על שקלים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על שקלים.txt,MoreBooks,3523
חברותא על כריתות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על כריתות.txt,MoreBooks,2804
חברותא על שבועות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על שבועות.txt,MoreBooks,4093
חברותא על עבודה זרה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על עבודה זרה.txt,MoreBooks,7933
חברותא על קידושין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על קידושין.txt,MoreBooks,11514
חברותא על ראש השנה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על ראש השנה.txt,MoreBooks,5375
חברותא על מגילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על מגילה.txt,MoreBooks,3143
חברותא על בבא קמא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על בבא קמא.txt,MoreBooks,11695
חברותא על מכות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על מכות.txt,MoreBooks,3583
חברותא על יבמות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על יבמות.txt,MoreBooks,19786
חברותא על זבחים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על זבחים.txt,MoreBooks,7784
חברותא על נזיר.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על נזיר.txt,MoreBooks,5760
חברותא על פסחים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על פסחים.txt,MoreBooks,13503
חברותא על ערכין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על ערכין.txt,MoreBooks,2264
חברותא על סוטה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על סוטה.txt,MoreBooks,5766
חברותא על חגיגה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על חגיגה.txt,MoreBooks,3280
חברותא על סוכה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על סוכה.txt,MoreBooks,4854
חברותא על תמורה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על תמורה.txt,MoreBooks,3355
חברותא על נידה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על נידה.txt,MoreBooks,6722
חברותא על בכורות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על בכורות.txt,MoreBooks,5513
חברותא על מנחות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על מנחות.txt,MoreBooks,8871
חברותא על נדרים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על נדרים.txt,MoreBooks,7035
חברותא על תענית.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על תענית.txt,MoreBooks,4128
חברותא על סנהדרין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על סנהדרין.txt,MoreBooks,14203
חברותא על בבא מציעא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על בבא מציעא.txt,MoreBooks,12960
חברותא על גיטין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על גיטין.txt,MoreBooks,10180
חברותא על ביצה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על ביצה.txt,MoreBooks,4421
חברותא על מעילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על מעילה.txt,MoreBooks,1627
חברותא על ברכות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על ברכות.txt,MoreBooks,5924
חברותא על יומא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על יומא.txt,MoreBooks,9697
חברותא על הוריות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/ביאור חברותא/חברותא על הוריות.txt,MoreBooks,1677
הערות על חברותא על בבא בתרא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על בבא בתרא.txt,MoreBooks,3700
הערות על חברותא על פסחים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על פסחים.txt,MoreBooks,1940
הערות על חברותא על סנהדרין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על סנהדרין.txt,MoreBooks,3152
הערות על חברותא על גיטין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על גיטין.txt,MoreBooks,1996
הערות על חברותא על נזיר.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על נזיר.txt,MoreBooks,1696
הערות על חברותא על מכות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על מכות.txt,MoreBooks,624
הערות על חברותא על תמיד.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על תמיד.txt,MoreBooks,172
הערות על חברותא על בכורות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על בכורות.txt,MoreBooks,1149
הערות על חברותא על מנחות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על מנחות.txt,MoreBooks,2306
הערות על חברותא על קידושין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על קידושין.txt,MoreBooks,2996
הערות על חברותא על יבמות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על יבמות.txt,MoreBooks,1762
הערות על חברותא על הוריות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על הוריות.txt,MoreBooks,420
הערות על חברותא על שבועות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על שבועות.txt,MoreBooks,631
הערות על חברותא על כריתות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על כריתות.txt,MoreBooks,495
הערות על חברותא על ערכין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על ערכין.txt,MoreBooks,587
הערות על חברותא על מגילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על מגילה.txt,MoreBooks,1261
הערות על חברותא על חגיגה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על חגיגה.txt,MoreBooks,492
הערות על חברותא על עירובין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על עירובין.txt,MoreBooks,889
הערות על חברותא על בבא קמא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על בבא קמא.txt,MoreBooks,3715
הערות על חברותא על ראש השנה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על ראש השנה.txt,MoreBooks,754
הערות על חברותא על מועד קטן.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על מועד קטן.txt,MoreBooks,795
הערות על חברותא על סוטה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על סוטה.txt,MoreBooks,1087
הערות על חברותא על זבחים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על זבחים.txt,MoreBooks,2127
הערות על חברותא על נידה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על נידה.txt,MoreBooks,1510
הערות על חברותא על סוכה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על סוכה.txt,MoreBooks,804
הערות על חברותא על מעילה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על מעילה.txt,MoreBooks,825
הערות על חברותא על תמורה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על תמורה.txt,MoreBooks,1634
הערות על חברותא על תענית.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על תענית.txt,MoreBooks,1785
הערות על חברותא על ביצה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על ביצה.txt,MoreBooks,562
הערות על חברותא על כתובות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על כתובות.txt,MoreBooks,2111
הערות על חברותא על עבודה זרה.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על עבודה זרה.txt,MoreBooks,1649
הערות על חברותא על נדרים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על נדרים.txt,MoreBooks,801
הערות על חברותא על חולין.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על חולין.txt,MoreBooks,2153
הערות על חברותא על יומא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על יומא.txt,MoreBooks,1304
הערות על חברותא על שבת.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על שבת.txt,MoreBooks,2799
הערות על חברותא על ברכות.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על ברכות.txt,MoreBooks,3420
הערות על חברותא על שקלים.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על שקלים.txt,MoreBooks,96
הערות על חברותא על בבא מציעא.txt,אוצריא/תלמוד בבלי/מחברי זמננו/הערות על ביאור חברותא/הערות על חברותא על בבא מציעא.txt,MoreBooks,3093
פירוש הגרא על שיר השירים.txt,אוצריא/תנך/אחרונים/פירוש הגרא על שיר השירים.txt,MoreBooks,364
טעמא דקרא.txt,אוצריא/תנך/אחרונים/טעמא דקרא.txt,MoreBooks,1974
חוסן יהושע.txt,אוצריא/ספרי מוסר/חוסן יהושע.txt,MoreBooks,114
מעלות התורה.txt,אוצריא/ספרי מוסר/מעלות התורה.txt,MoreBooks,210
מנורת המאור (אבוהב).txt,אוצריא/ספרי מוסר/ראשונים/מנורת המאור (אבוהב).txt,MoreBooks,6315
חמדת ימים ג.txt,אוצריא/ספרי מוסר/אחרונים/חמדת ימים/חמדת ימים ג.txt,MoreBooks,4990
חמדת ימים א.txt,אוצריא/ספרי מוסר/אחרונים/חמדת ימים/חמדת ימים א.txt,MoreBooks,3591
מבוא שערי חמדה.txt,אוצריא/ספרי מוסר/אחרונים/חמדת ימים/מבוא שערי חמדה.txt,MoreBooks,1460
חמדת ימים ב.txt,אוצריא/ספרי מוסר/אחרונים/חמדת ימים/חמדת ימים ב.txt,MoreBooks,5799
בלבבי משכן אבנה - ב.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ב.txt,MoreBooks,1650
בלבבי משכן אבנה - א.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - א.txt,MoreBooks,861
בלבבי משכן אבנה - ו.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ו.txt,MoreBooks,978
בלבבי משכן אבנה - ד.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ד.txt,MoreBooks,1551
בלבבי משכן אבנה - ג.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ג.txt,MoreBooks,991
בלבבי משכן אבנה - ט.txt,אוצריא/ספרי מוסר/מחברי זמננו/בלבבי משכן אבנה/בלבבי משכן אבנה - ט.txt,MoreBooks,328
סידור אשכנז.txt,אוצריא/סדר התפילה/סידור/סידור אשכנז.txt,MoreBooks,4918
ליקוטי הלכות.txt,אוצריא/חסידות/ברסלב/ליקוטי הלכות.txt,MoreBooks,14643
רבינו ירוחם.txt,אוצריא/הלכה/ראשונים/רבינו ירוחם.txt,MoreBooks,244
"חזון איש, זרעים.txt","אוצריא/הלכה/אחרונים/חזון איש/חזון איש, זרעים.txt",MoreBooks,7041
"חזון איש, אורח חיים מועד.txt","אוצריא/הלכה/אחרונים/חזון איש/חזון איש, אורח חיים מועד.txt",MoreBooks,7310
"חזון איש, יורה דעה.txt","אוצריא/הלכה/אחרונים/חזון איש/חזון איש, יורה דעה.txt",MoreBooks,7941
"באורי מהרי קורקוס והרדבז על משנה תורה, הלכות כלי המקדש והעובדין בו.txt","אוצריא/הלכה/משנה תורה/מפרשים/באורי מהרי קורקוס והרדבז/ספר עבודה/באורי מהרי קורקוס והרדבז על משנה תורה, הלכות כלי המקדש והעובדין בו.txt",MoreBooks,290
וביום השבת.txt,אוצריא/הלכה/מחברי זמננו/וביום השבת.txt,MoreBooks,3603
תורת נביאים.txt,אוצריא/הלכה/מערכות ועניינים/תורת נביאים.txt,MoreBooks,453
דרכי הוראה.txt,אוצריא/הלכה/מערכות ועניינים/דרכי הוראה.txt,MoreBooks,353
ספר הבחור.txt,אוצריא/ספרות עזר/דקדוק/ספר הבחור.txt,MoreBooks,675
שדי חמד באר בשדי.txt,אוצריא/ספרות עזר/אנציקלופדיות/שדי חמד/שדי חמד באר בשדי.txt,MoreBooks,349
מדרש אגדה.txt,אוצריא/מדרש/אגדה/מדרש אגדה.txt,MoreBooks,5907
גירסת ספריה.txt,אוצריא/אודות התוכנה/גירסת ספריה.txt,MoreBooks,1
עריכת ספר באוצריא.txt,אוצריא/אודות התוכנה/עריכת ספר באוצריא.txt,MoreBooks,135
"האידרות - אדרא רבא, אדרא זוטא, אדרא דמשכנא.txt","אוצריא/קבלה/זהר/האידרות - אדרא רבא, אדרא זוטא, אדרא דמשכנא.txt",MoreBooks,649
ספרא דצניעותא.txt,אוצריא/קבלה/זהר/ספרא דצניעותא.txt,MoreBooks,150
קלח פתחי חכמה - הפתחים בלבד.txt,אוצריא/קבלה/רמחל/קלח פתחי חכמה - הפתחים בלבד.txt,MoreBooks,439
מאמר חכמת האמת להרמחל.txt,אוצריא/קבלה/רמחל/מאמר חכמת האמת להרמחל.txt,MoreBooks,18
עשרה פרקים לרמחל - כללות האילן הקדוש.txt,אוצריא/קבלה/רמחל/עשרה פרקים לרמחל - כללות האילן הקדוש.txt,MoreBooks,234
ספר יצירה - מסודר.txt,אוצריא/קבלה/ספר יצירה/ספר יצירה - מסודר.txt,MoreBooks,92
תוספתא ראש השנה.txt,אוצריא/תוספתא/דפוס וילנא/מועד/תוספתא ראש השנה.txt,MoreBooks,35
ארצות השלום.txt,אוצריא/מחשבת ישראל/ארצות השלום.txt,MoreBooks,191
ספר העצמים.txt,אוצריא/מחשבת ישראל/ראשונים/ספר העצמים.txt,MoreBooks,88
"חזון איש, אמונה ובטחון.txt","אוצריא/מחשבת ישראל/אחרונים/חזון איש, אמונה ובטחון.txt",MoreBooks,354
מעשה שמשון.txt,אוצריא/מחשבת ישראל/אחרונים/רמחל/מעשה שמשון.txt,MoreBooks,1288
לישרים תהילה.txt,אוצריא/מחשבת ישראל/אחרונים/רמחל/לישרים תהילה.txt,MoreBooks,1522
מגדל־עז או תמת ישרים.txt,אוצריא/מחשבת ישראל/אחרונים/רמחל/מגדל־עז או תמת ישרים.txt,MoreBooks,1267
דרך ה.txt,אוצריא/מחשבת ישראל/אחרונים/רמחל/דרך ה.txt,MoreBooks,243
הודעה חשובה.txt,אוצריא/הודעה חשובה/הודעה חשובה.txt,MoreBooks,4
הערות על מנחה חריבה.txt,אוצריא/תלמוד בבלי/ראשונים/הערות על מנחה חריבה.txt,wiki_jewish_books,63
מנחה חריבה.txt,אוצריא/תלמוד בבלי/ראשונים/מנחה חריבה.txt,wiki_jewish_books,1810
הערות על טורי אבן.txt,אוצריא/תלמוד בבלי/אחרונים/הערות על טורי אבן.txt,wiki_jewish_books,165
הערות על תוספת יום הכיפורים.txt,אוצריא/תלמוד בבלי/אחרונים/הערות על תוספת יום הכיפורים.txt,wiki_jewish_books,1
טורי אבן.txt,אוצריא/תלמוד בבלי/אחרונים/טורי אבן.txt,wiki_jewish_books,1861
אמרי נועם.txt,אוצריא/תלמוד בבלי/אחרונים/אמרי נועם.txt,wiki_jewish_books,745
תוספת יום הכיפורים.txt,אוצריא/תלמוד בבלי/אחרונים/תוספת יום הכיפורים.txt,wiki_jewish_books,504
שלמי נדרים.txt,אוצריא/תלמוד בבלי/אחרונים/שלמי נדרים.txt,wiki_jewish_books,791
הערות על מגיני שלמה.txt,אוצריא/תלמוד בבלי/אחרונים/הערות על מגיני שלמה.txt,wiki_jewish_books,2
מגיני שלמה.txt,אוצריא/תלמוד בבלי/אחרונים/מגיני שלמה.txt,wiki_jewish_books,1760
עצמות יוסף קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/עצמות יוסף קידושין.txt,wiki_jewish_books,1193
שות מהרמ אלשקר.txt,אוצריא/שות/אחרונים/שות מהרמ אלשקר.txt,wiki_jewish_books,856
הערות על הרי בשמים.txt,אוצריא/שות/אחרונים/הערות על הרי בשמים.txt,wiki_jewish_books,3
הערות על שער אפרים.txt,אוצריא/שות/אחרונים/הערות על שער אפרים.txt,wiki_jewish_books,1
הערות על צמח צדק הקדמון.txt,אוצריא/שות/אחרונים/הערות על צמח צדק הקדמון.txt,wiki_jewish_books,4
שער אפרים.txt,אוצריא/שות/אחרונים/שער אפרים.txt,wiki_jewish_books,2025
צמח צדק הקדמון.txt,אוצריא/שות/אחרונים/צמח צדק הקדמון.txt,wiki_jewish_books,1924
הרי בשמים.txt,אוצריא/שות/אחרונים/הרי בשמים.txt,wiki_jewish_books,2658
בנין ציון החדשות.txt,אוצריא/שות/אחרונים/בנין ציון החדשות.txt,wiki_jewish_books,1435
דברי חיים.txt,אוצריא/שות/אחרונים/דברי חיים/דברי חיים.txt,wiki_jewish_books,3128
עץ הדר.txt,אוצריא/הלכה/אחרונים/עץ הדר.txt,wiki_jewish_books,172
הערות על עץ הדר.txt,אוצריא/הלכה/אחרונים/הערות על עץ הדר.txt,wiki_jewish_books,2
דבר אברהם.txt,אוצריא/הלכה/מערכות ועניינים/דבר אברהם.txt,wiki_jewish_books,4114
הערות על דבר אברהם.txt,אוצריא/הלכה/מערכות ועניינים/הערות על דבר אברהם.txt,wiki_jewish_books,138
